-2.827430 5.235983 -2.094393
-2.815110 5.215450 -2.086180
-2.802790 5.194917 -2.077967
-2.790470 5.174384 -2.069753
-2.778150 5.153850 -2.061540
-2.765830 5.133317 -2.053327
-2.753510 5.112784 -2.045113
-2.741190 5.092250 -2.036900
-2.728870 5.071717 -2.028687
-2.716550 5.051184 -2.020474
-2.704230 5.030651 -2.012260
-2.691910 5.010117 -2.004047
-2.679590 4.989584 -1.995834
-2.667271 4.969051 -1.987620
-2.654951 4.948518 -1.979407
-2.642631 4.927984 -1.971194
-2.630311 4.907451 -1.962980
-2.617991 4.886918 -1.954767
-2.605671 4.866385 -1.946554
-2.593351 4.845851 -1.938340
-2.581031 4.825318 -1.930127
-2.568711 4.804785 -1.921914
-2.556391 4.784251 -1.913701
-2.544071 4.763718 -1.905487
-2.531751 4.743185 -1.897274
-2.519431 4.722652 -1.889061
-2.507111 4.702118 -1.880847
-2.494791 4.681585 -1.872634
-2.482471 4.661052 -1.864421
-2.470151 4.640519 -1.856207
-2.457831 4.619985 -1.847994
-2.445511 4.599452 -1.839781
-2.433191 4.578919 -1.831568
-2.420871 4.558385 -1.823354
-2.408551 4.537852 -1.815141
-2.396231 4.517319 -1.806928
-2.383911 4.496786 -1.798714
-2.371591 4.476252 -1.790501
-2.359271 4.455719 -1.782288
-2.346952 4.435186 -1.774074
-2.334632 4.414653 -1.765861
-2.322312 4.394119 -1.757648
-2.309992 4.373586 -1.749434
-2.297672 4.353053 -1.741221
-2.285352 4.332520 -1.733008
-2.273032 4.311986 -1.724795
-2.260712 4.291453 -1.716581
-2.248392 4.270920 -1.708368
-2.236072 4.250386 -1.700155
-2.223752 4.229853 -1.691941
-2.211432 4.209320 -1.683728
-2.199112 4.188787 -1.675515
-2.186792 4.168253 -1.667301
-2.174472 4.147720 -1.659088
-2.162152 4.127187 -1.650875
-2.149832 4.106654 -1.642661
-2.137512 4.086120 -1.634448
-2.125192 4.065587 -1.626235
-2.112872 4.045054 -1.618022
-2.100552 4.024521 -1.609808
-2.088232 4.003987 -1.601595
-2.075912 3.983454 -1.593382
-2.063592 3.962921 -1.585168
-2.051272 3.942387 -1.576955
-2.038953 3.921854 -1.568742
-2.026633 3.901321 -1.560528
-2.014313 3.880788 -1.552315
-2.001993 3.860254 -1.544102
-1.989673 3.839721 -1.535888
-1.977353 3.819188 -1.527675
-1.965033 3.798655 -1.519462
-1.952713 3.778121 -1.511249
-1.940393 3.757588 -1.503035
-1.928073 3.737055 -1.494822
-1.915753 3.716522 -1.486609
-1.903433 3.695988 -1.478395
-1.891113 3.675455 -1.470182
-1.878793 3.654922 -1.461969
-1.866473 3.634388 -1.453755
-1.854153 3.613855 -1.445542
-1.841833 3.593322 -1.437329
-1.829513 3.572789 -1.429115
-1.817193 3.552255 -1.420902
-1.804873 3.531722 -1.412689
-1.792553 3.511189 -1.404476
-1.780233 3.490656 -1.396262
-1.767913 3.470122 -1.388049
-1.755593 3.449589 -1.379836
-1.743273 3.429056 -1.371622
-1.730953 3.408522 -1.363409
-1.718634 3.387989 -1.355196
-1.706314 3.367456 -1.346982
-1.693994 3.346923 -1.338769
-1.681674 3.326389 -1.330556
-1.669354 3.305856 -1.322342
-1.657034 3.285323 -1.314129
-1.644714 3.264790 -1.305916
-1.632394 3.244256 -1.297703
-1.620074 3.223723 -1.289489
-1.607754 3.203190 -1.281276
-1.595434 3.182657 -1.273063
-1.583114 3.162123 -1.264849
-1.570794 3.141590 -1.256636
-1.558474 3.121057 -1.248423
-1.546154 3.100523 -1.240209
-1.533834 3.079990 -1.231996
-1.521514 3.059457 -1.223783
-1.509194 3.038924 -1.215569
-1.496874 3.018390 -1.207356
-1.484554 2.997857 -1.199143
-1.472234 2.977324 -1.190930
-1.459914 2.956791 -1.182716
-1.447594 2.936257 -1.174503
-1.435274 2.915724 -1.166290
-1.422954 2.895191 -1.158076
-1.410635 2.874658 -1.149863
-1.398315 2.854124 -1.141650
-1.385995 2.833591 -1.133436
-1.373675 2.813058 -1.125223
-1.361355 2.792524 -1.117010
-1.349035 2.771991 -1.108796
-1.336715 2.751458 -1.100583
-1.324395 2.730925 -1.092370
-1.312075 2.710391 -1.084157
-1.299755 2.689858 -1.075943
-1.287435 2.669325 -1.067730
-1.275115 2.648792 -1.059517
-1.262795 2.628258 -1.051303
-1.250475 2.607725 -1.043090
-1.238155 2.587192 -1.034877
-1.225835 2.566658 -1.026663
-1.213515 2.546125 -1.018450
-1.201195 2.525592 -1.010237
-1.188875 2.505059 -1.002023
-1.176555 2.484525 -0.993810
-1.164235 2.463992 -0.985597
-1.151915 2.443459 -0.977384
-1.139595 2.422926 -0.969170
-1.127275 2.402392 -0.960957
-1.114955 2.381859 -0.952744
-1.102635 2.361326 -0.944530
-1.090316 2.340793 -0.936317
-1.077996 2.320259 -0.928104
-1.065676 2.299726 -0.919890
-1.053356 2.279193 -0.911677
-1.041036 2.258659 -0.903464
-1.028716 2.238126 -0.895250
-1.016396 2.217593 -0.887037
-1.004076 2.197060 -0.878824
-0.991756 2.176526 -0.870611
-0.979436 2.155993 -0.862397
-0.967116 2.135460 -0.854184
-0.954796 2.114927 -0.845971
-0.942476 2.094393 -0.837757
-0.930156 2.073860 -0.829544
-0.917836 2.053327 -0.821331
-0.905516 2.032794 -0.813117
-0.893196 2.012260 -0.804904
-0.880876 1.991727 -0.796691
-0.868556 1.971194 -0.788477
-0.856236 1.950660 -0.780264
-0.843916 1.930127 -0.772051
-0.831596 1.909594 -0.763838
-0.819276 1.889061 -0.755624
-0.806956 1.868527 -0.747411
-0.794636 1.847994 -0.739198
-0.782317 1.827461 -0.730984
-0.769997 1.806928 -0.722771
-0.757677 1.786394 -0.714558
-0.745357 1.765861 -0.706344
-0.733037 1.745328 -0.698131
-0.720717 1.724795 -0.689918
-0.708397 1.704261 -0.681704
-0.696077 1.683728 -0.673491
-0.683757 1.663195 -0.665278
-0.671437 1.642661 -0.657065
-0.659117 1.622128 -0.648851
-0.646797 1.601595 -0.640638
-0.634477 1.581062 -0.632425
-0.622157 1.560528 -0.624211
-0.609837 1.539995 -0.615998
-0.597517 1.519462 -0.607785
-0.585197 1.498929 -0.599571
-0.572877 1.478395 -0.591358
-0.560557 1.457862 -0.583145
-0.548237 1.437329 -0.574932
-0.535917 1.416795 -0.566718
-0.523597 1.396262 -0.558505
-0.511277 1.375729 -0.550292
-0.498957 1.355196 -0.542078
-0.486637 1.334662 -0.533865
-0.474317 1.314129 -0.525652
-0.461998 1.293596 -0.517438
-0.449678 1.273063 -0.509225
-0.437358 1.252529 -0.501012
-0.425038 1.231996 -0.492798
-0.412718 1.211463 -0.484585
-0.400398 1.190930 -0.476372
-0.388078 1.170396 -0.468158
-0.375758 1.149863 -0.459945
-0.363438 1.129330 -0.451732
-0.351118 1.108796 -0.443518
-0.338798 1.088263 -0.435305
-0.326478 1.067729 -0.427091
-0.314158 1.047195 -0.418877
-0.301838 1.026660 -0.410662
-0.289518 1.006123 -0.402445
-0.277198 0.985584 -0.394226
-0.264878 0.965040 -0.386001
-0.252558 0.944486 -0.377767
-0.240238 0.923915 -0.369515
-0.227918 0.903312 -0.361230
-0.215598 0.882649 -0.352885
-0.203278 0.861876 -0.344427
-0.190958 0.840900 -0.335761
-0.178638 0.819547 -0.326710
-0.166318 0.797497 -0.316948
-0.153999 0.774164 -0.305875
-0.141679 0.748471 -0.292392
-0.129359 0.718467 -0.274506
-0.117039 0.680675 -0.248665
-0.104719 0.629094 -0.208741
-0.092399 0.553953 -0.144755
-0.080079 0.440945 -0.042091
-0.067759 0.272820 0.116882
-0.055439 0.035782 0.346317
-0.043119 -0.270246 0.646456
-0.030799 -0.624743 0.996668
-0.018479 -0.990206 1.359119
-0.006159 -1.324638 1.691424
0.006161 -1.596244 1.961463
0.018481 -1.793270 2.157251
0.030801 -1.923131 2.286061
0.043121 -2.002878 2.364861
0.055441 -2.049730 2.410824
0.067761 -2.076689 2.436925
0.080081 -2.092197 2.451591
0.092401 -2.101298 2.459861
0.104721 -2.106871 2.464607
0.117041 -2.110520 2.467431
0.129361 -2.113122 2.469210
0.141681 -2.115158 2.470424
0.154001 -2.116887 2.471332
0.166320 -2.118451 2.472074
0.178640 -2.119925 2.472726
0.190960 -2.121351 2.473331
0.203280 -2.122750 2.473909
0.215600 -2.124136 2.474473
0.227920 -2.125514 2.475029
0.240240 -2.126887 2.475582
0.252560 -2.128259 2.476132
0.264880 -2.129629 2.476681
0.277200 -2.130999 2.477229
0.289520 -2.132368 2.477777
0.301840 -2.133737 2.478325
0.314160 -2.135106 2.478873
